                                                                                                                                                                                                                                                                



                        1                         2                         3                         4                         5                         6
                 Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.4715969246749630E+005   0.0000000000000000E+000                         0                         0                      3537                      3537
  0.4736012127158893E+005   0.0000000000000000E+000                         0                         0                      3552                      3552
  0.4755969194555083E+005   0.0000000000000000E+000                         0                         0                      3567                      3567
  0.4776009295488102E+005   0.0000000000000000E+000                         0                         0                      3582                      3582
  0.4795998782645791E+005   0.0000000000000000E+000                         0                         0                      3597                      3597
  0.4818666677703353E+005   0.0000000000000000E+000                         0                         0                      3614                      3614
  0.4836030396146094E+005   0.0000000000000000E+000                         0                         0                      3627                      3627
  0.4858657327589075E+005   0.0000000000000000E+000                         0                         0                      3644                      3644
  0.4878706313864268E+005   0.0000000000000000E+000                         0                         0                      3659                      3659
  0.4898676561724755E+005   0.0000000000000000E+000                         0                         0                      3674                      3674
  0.4918694758841032E+005   0.0000000000000000E+000                         0                         0                      3689                      3689
  0.4938714147549974E+005   0.0000000000000000E+000                         0                         0                      3704                      3704
  0.4956014897412655E+005   0.0000000000000000E+000                         0                         0                      3717                      3717
  0.4978733453462588E+005   0.0000000000000000E+000                         0                         0                      3734                      3734
  0.4996039139979891E+005   0.0000000000000000E+000                         0                         0                      3747                      3747
  0.1392497515587536E+003   0.0000000000000000E+000                         1                        85                         9                       -76
  0.2056663689871890E+003   0.0000000000000000E+000                         1                        57                        14                       -43
  0.2879180884523170E+003   0.0000000000000000E+000                         1                        40                        20                       -20
  0.3553654848197373E+003   0.0000000000000000E+000                         1                        32                        25                        -7
  0.4103406143028806E+003   0.0000000000000000E+000                         1                        28                        30                         3
  0.6324597070064028E+003   0.0000000000000000E+000                         1                        18                        47                        30
  0.6994116622083953E+003   0.0000000000000000E+000                         1                        16                        52                        37
  0.7107311046629562E+003   0.0000000000000000E+000                         1                        15                        52                        38
  0.7606856566554964E+003   0.0000000000000000E+000                         1                        14                        56                        43
  0.8582478905671452E+003   0.0000000000000000E+000                         1                        13                        64                        52
  0.9553879843752311E+003   0.0000000000000000E+000                         1                        11                        71                        61
  0.1107369298195863E+004   0.0000000000000000E+000                         1                         9                        82                        74
  0.1682423058861736E+004   0.0000000000000000E+000                         1                         5                       125                       121
  0.1794056811220029E+004   0.0000000000000000E+000                         1                         5                       134                       130
  0.2218893276565835E+004   0.0000000000000000E+000                         1                         4                       166                       163
  0.2619000306438141E+004   0.0000000000000000E+000                         1                         3                       196                       194
  0.2818176347278285E+004   0.0000000000000000E+000                         1                         3                       211                       209
  0.3096689853671448E+004   0.0000000000000000E+000                         1                         2                       231                       230
  0.3418595981849424E+004   0.0000000000000000E+000                         1                         2                       256                       255
  0.3697425076479014E+004   0.0000000000000000E+000                         1                         2                       277                       276
  0.3871023366580572E+004   0.0000000000000000E+000                         1                         2                       290                       289
  0.4096567911218090E+004   0.0000000000000000E+000                         1                         1                       306                       306
  0.4472137654855299E+004   0.0000000000000000E+000                         1                         1                       335                       335
  0.4670768113052281E+004   0.0000000000000000E+000                         1                         1                       350                       350
  0.4871149477572984E+004   0.0000000000000000E+000                         1                         1                       365                       365
  0.5097081072870235E+004   0.0000000000000000E+000                         1                         1                       382                       382
  0.5297369874865164E+004   0.0000000000000000E+000                         1                         0                       396                       397
  0.5470702049514992E+004   0.0000000000000000E+000                         1                         0                       409                       410
  0.5696891744557402E+004   0.0000000000000000E+000                         1                         0                       426                       427
  0.5870748028341241E+004   0.0000000000000000E+000                         1                         0                       439                       440
  0.6150058995452488E+004   0.0000000000000000E+000                         1                         0                       460                       461
  0.6323974911829832E+004   0.0000000000000000E+000                         1                         0                       473                       474
  0.6550079729922959E+004   0.0000000000000000E+000                         1                         0                       490                       491
  0.6750416509926850E+004   0.0000000000000000E+000                         1                         0                       505                       506
  0.6950481428779072E+004   0.0000000000000000E+000                         1                         0                       520                       521
  0.7123368120497417E+004   0.0000000000000000E+000                         1                         0                       533                       534
  0.7324037292415680E+004   0.0000000000000000E+000                         1                         0                       548                       549
  0.7523509099338167E+004   0.0000000000000000E+000                         1                         0                       563                       564
  0.7723799615327258E+004   0.0000000000000000E+000                         1                         0                       578                       579
  0.7923991147393420E+004   0.0000000000000000E+000                         1                         0                       593                       594
  0.8150296567760824E+004   0.0000000000000000E+000                         1                         0                       610                       611
  0.8324234786714833E+004   0.0000000000000000E+000                         1                         0                       623                       624
  0.8550293133055928E+004   0.0000000000000000E+000                         1                         0                       640                       641
  0.8750850352249648E+004   0.0000000000000000E+000                         1                         0                       655                       656
  0.8950747816461748E+004   0.0000000000000000E+000                         1                         0                       670                       671
  0.9123845315062694E+004   0.0000000000000000E+000                         1                         0                       683                       684
  0.9351194817609026E+004   0.0000000000000000E+000                         1                         0                       700                       701
  0.9523956469068584E+004   0.0000000000000000E+000                         1                         0                       713                       714
  0.9724423965771322E+004   0.0000000000000000E+000                         1                         0                       728                       729
  0.9924487361407273E+004   0.0000000000000000E+000                         1                         0                       743                       744
  0.1012420851467109E+005   0.0000000000000000E+000                         1                         0                       758                       759
  0.1032487992805652E+005   0.0000000000000000E+000                         1                         0                       773                       774
  0.1060434877172952E+005   0.0000000000000000E+000                         1                         0                       794                       795
  0.1072482174701674E+005   0.0000000000000000E+000                         1                         0                       803                       804
  0.1100453601818759E+005   0.0000000000000000E+000                         1                         0                       824                       825
  0.1120494743822691E+005   0.0000000000000000E+000                         1                         0                       839                       840
  0.1135191769569459E+005   0.0000000000000000E+000                         1                         0                       850                       851
  0.1160476308560433E+005   0.0000000000000000E+000                         1                         0                       869                       870
  0.1180546269608899E+005   0.0000000000000000E+000                         1                         0                       884                       885
  0.1200492678900738E+005   0.0000000000000000E+000                         1                         0                       899                       900
  0.1220537784027337E+005   0.0000000000000000E+000                         1                         0                       914                       915
  0.1240549186487388E+005   0.0000000000000000E+000                         1                         0                       929                       930
  0.1257845757360096E+005   0.0000000000000000E+000                         1                         0                       942                       943
  0.1280587469133411E+005   0.0000000000000000E+000                         1                         0                       959                       960
  0.1297872510591299E+005   0.0000000000000000E+000                         1                         0                       972                       973
  0.1317902535237965E+005   0.0000000000000000E+000                         1                         0                       987                       988
  0.1337930210409340E+005   0.0000000000000000E+000                         1                         0                      1002                      1003
  0.1357887207139394E+005   0.0000000000000000E+000                         1                         0                      1017                      1018
  0.1377957922879323E+005   0.0000000000000000E+000                         1                         0                      1032                      1033
  0.1400570765405423E+005   0.0000000000000000E+000                         1                         0                      1049                      1050
  0.1417944024072657E+005   0.0000000000000000E+000                         1                         0                      1062                      1063
  0.1440622038325624E+005   0.0000000000000000E+000                         1                         0                      1079                      1080
  0.1460600466104045E+005   0.0000000000000000E+000                         1                         0                      1094                      1095
  0.1480663282151942E+005   0.0000000000000000E+000                         1                         0                      1109                      1110
  0.1500605018048840E+005   0.0000000000000000E+000                         1                         0                      1124                      1125
  0.1520659273952867E+005   0.0000000000000000E+000                         1                         0                      1139                      1140
  0.1540651356253783E+005   0.0000000000000000E+000                         1                         0                      1154                      1155
  0.1557960458506581E+005   0.0000000000000000E+000                         1                         0                      1167                      1168
  0.1580693003825985E+005   0.0000000000000000E+000                         1                         0                      1184                      1185
  0.1597970133399709E+005   0.0000000000000000E+000                         1                         0                      1197                      1198
  0.1618013461841126E+005   0.0000000000000000E+000                         1                         0                      1212                      1213
  0.1638016345694245E+005   0.0000000000000000E+000                         1                         0                      1227                      1228
  0.1660663183958123E+005   0.0000000000000000E+000                         1                         0                      1244                      1245
  0.1678047619931171E+005   0.0000000000000000E+000                         1                         0                      1257                      1258
  0.1705991453589632E+005   0.0000000000000000E+000                         1                         0                      1278                      1279
  0.1723383511297998E+005   0.0000000000000000E+000                         1                         0                      1291                      1292
  0.1745993172023426E+005   0.0000000000000000E+000                         1                         0                      1308                      1309
  0.1766034087781864E+005   0.0000000000000000E+000                         1                         0                      1323                      1324
  0.1786028824522294E+005   0.0000000000000000E+000                         1                         0                      1338                      1339
  0.1803326836356205E+005   0.0000000000000000E+000                         1                         0                      1351                      1352
  0.1823386185043588E+005   0.0000000000000000E+000                         1                         0                      1366                      1367
  0.1845985910193493E+005   0.0000000000000000E+000                         1                         0                      1383                      1384
  0.1863358781962991E+005   0.0000000000000000E+000                         1                         0                      1396                      1397
  0.1886005601298643E+005   0.0000000000000000E+000                         1                         0                      1413                      1414
  0.1905992997710873E+005   0.0000000000000000E+000                         1                         0                      1428                      1429
  0.1926027530683574E+005   0.0000000000000000E+000                         1                         0                      1443                      1444
  0.1943295305767886E+005   0.0000000000000000E+000                         1                         0                      1456                      1457
  0.1963340664361745E+005   0.0000000000000000E+000                         1                         0                      1471                      1472
  0.1988615948654986E+005   0.0000000000000000E+000                         1                         0                      1490                      1491
  0.2005968658674738E+005   0.0000000000000000E+000                         1                         0                      1503                      1504
  0.2031282747232847E+005   0.0000000000000000E+000                         1                         0                      1522                      1523
  0.2048594083660059E+005   0.0000000000000000E+000                         1                         0                      1535                      1536
  0.2071294094660394E+005   0.0000000000000000E+000                         1                         0                      1552                      1553
  0.2088560229702757E+005   0.0000000000000000E+000                         1                         0                      1565                      1566
  0.2108604995194389E+005   0.0000000000000000E+000                         1                         0                      1580                      1581
  0.2131214182566043E+005   0.0000000000000000E+000                         1                         0                      1597                      1598
  0.2151230335445544E+005   0.0000000000000000E+000                         1                         0                      1612                      1613
  0.2171227135840343E+005   0.0000000000000000E+000                         1                         0                      1627                      1628
  0.2188510408090303E+005   0.0000000000000000E+000                         1                         0                      1640                      1641
  0.2208561406120207E+005   0.0000000000000000E+000                         1                         0                      1655                      1656
  0.2236488979727104E+005   0.0000000000000000E+000                         1                         0                      1676                      1677
